name,company_id,entity_type,summary,stock_ticker,currency,earnings_date,exchange,closing_price,previous_close,open,bid,ask,day_range,week_range,volume,avg_volume,market_cap,beta,pe_ratio,eps,dividend_yield,ex_dividend_date,target_est,url,people_also_watch,similar,risk_score,risk_score_text,risk_score_percentile,recommendation_rating,analyst_price_target,company_profile_address
SecureKloud Technologies Limited (SECURKLOUD.NS),SECURKLOUD.NS,EQUITY,NSE - Free Realtime Quote  • INR,SECURKLOUD.NS,INR,2024-11-04 - 2024-11-08,up,39.07,37.6,38.35,39.12,39.2,37.20 - 39.55,29.20 - 72.90,31577,72144,1317850624,0.114,,-10.55,0.00 (0.00%),2017-09-25,,https://finance.yahoo.com/quote/SECURKLOUD.NS/,"[{""last_price"":147.5,""perc_change"":""-0.19%"",""symbol"":""XELPMOC.NS""},{""last_price"":226.2,""perc_change"":""+1.11%"",""symbol"":""CYBERTECH.NS""},{""perc_change"":""-0.32%"",""symbol"":""EXPLEOSOL.NS""},{""last_price"":103.2,""perc_change"":""-1.34%"",""symbol"":""PALREDTEC.NS""},{""last_price"":69.5,""perc_change"":""+0.72%"",""symbol"":""GSS.NS""},{""last_price"":108.08,""perc_change"":""-3.28%"",""symbol"":""XCHANGING.NS""},{""perc_change"":""-0.30%"",""symbol"":""RPSGVENT.NS""},{""last_price"":96,""perc_change"":""+2.66%"",""symbol"":""CTE.NS""},{""last_price"":243.95,""perc_change"":""+1.08%"",""symbol"":""TREJHARA.NS""},{""last_price"":359.9,""perc_change"":""-2.52%"",""symbol"":""IZMO.NS""},{""perc_change"":""-0.52%"",""symbol"":""DSSL.NS""},{""last_price"":115.93,""perc_change"":""+0.58%"",""symbol"":""TRIGYN.NS""},{""last_price"":296.8,""perc_change"":""+4.56%"",""symbol"":""MINDTECK.NS""},{""last_price"":245.1,""perc_change"":""-1.66%"",""symbol"":""RSSOFTWARE.NS""},{""last_price"":80.59,""perc_change"":""+0.69%"",""symbol"":""TERASOFT.NS""},{""last_price"":138,""perc_change"":""+0.73%"",""symbol"":""INTENTECH.NS""}]","[{""last_price"":39.07,""perc_change"":""+3.91%"",""symbol"":""SECURKLOUD.NS""},{""last_price"":29.85,""symbol"":""VIRINCHI.BO""},{""last_price"":747.55,""perc_change"":""+4.40%"",""symbol"":""RATEGAIN.NS""},{""last_price"":139.01,""perc_change"":""-0.89%"",""symbol"":""KELLTONTEC.NS""},{""last_price"":780,""perc_change"":""-4.62%"",""symbol"":""GENESYS.NS""},{""last_price"":1.59,""perc_change"":""-6.47%"",""symbol"":""MYSZ""},{""last_price"":748.95,""symbol"":""TANLA.NS""},{""last_price"":12.68,""perc_change"":""-0.55%"",""symbol"":""ADEA""},{""perc_change"":""-0.77%"",""symbol"":""TATAELXSI.NS""},{""last_price"":51.15,""perc_change"":""+0.67%"",""symbol"":""INTA""},{""last_price"":85.64,""perc_change"":""+0.98%"",""symbol"":""QTWO""}]",,,,,"{""current"":39.07}","No.37 & 38, ASV Ramana Towers Chennai, 600017 India"
"Zhejiang Orient Gene Biotech Co., Ltd (688298.SS)",688298.SS,EQUITY,Shanghai - Delayed Quote  • CNY,688298.SS,CNY,,up,35.31,33.58,33.59,35.31,35.32,33.33 - 36.35,24.40 - 45.44,7249408,2674381,7118496256,,,-2.9,0.00 (0.00%),2023-06-26,,https://finance.yahoo.com/quote/688298.SS/,"[{""last_price"":6.18,""perc_change"":""+0.82%"",""symbol"":""002030.SZ""},{""last_price"":22.46,""perc_change"":""-0.40%"",""symbol"":""688289.SS""},{""last_price"":31.75,""perc_change"":""+6.54%"",""symbol"":""688068.SS""},{""last_price"":25.96,""perc_change"":""-1.33%"",""symbol"":""300677.SZ""},{""last_price"":31.01,""perc_change"":""-0.13%"",""symbol"":""688139.SS""},{""last_price"":34.07,""perc_change"":""-9.99%"",""symbol"":""603882.SS""},{""last_price"":18.41,""perc_change"":""+0.66%"",""symbol"":""002932.SZ""},{""last_price"":99.4,""perc_change"":""-0.47%"",""symbol"":""688016.SS""},{""last_price"":38.66,""perc_change"":""+3.04%"",""symbol"":""002756.SZ""},{""last_price"":31.12,""perc_change"":""-1.30%"",""symbol"":""300529.SZ""},{""last_price"":44.99,""perc_change"":""+1.35%"",""symbol"":""603658.SS""},{""last_price"":23.06,""perc_change"":""+0.26%"",""symbol"":""603301.SS""},{""last_price"":24.76,""perc_change"":""-0.76%"",""symbol"":""300482.SZ""},{""last_price"":45.67,""perc_change"":""+0.82%"",""symbol"":""300676.SZ""},{""last_price"":14.49,""perc_change"":""-0.07%"",""symbol"":""603233.SS""},{""last_price"":80.75,""perc_change"":""+3.67%"",""symbol"":""688399.SS""}]","[{""last_price"":35.31,""perc_change"":""+5.15%"",""symbol"":""688298.SS""},{""last_price"":32.36,""perc_change"":""-1.73%"",""symbol"":""TNDM""}]",,,,1,"{""current"":35.31}","No. 3787, East Yangguang Avenue Huzhou, 313300 China"
"Sichuan Tianwei Electronic Co.,Ltd. (688511.SS)",688511.SS,EQUITY,Shanghai - Delayed Quote  • CNY,688511.SS,CNY,,up,22.9,19.08,19.99,22.9,0,19.08 - 22.90,9.40 - 25.69,9122287,2632783,2378989312,,99.565216,0.23,0.29 (1.51%),2024-08-12,,https://finance.yahoo.com/quote/688511.SS/,"[{""last_price"":31.72,""perc_change"":""-0.88%"",""symbol"":""300965.SZ""},{""last_price"":22.21,""perc_change"":""-0.22%"",""symbol"":""300719.SZ""},{""last_price"":18.17,""perc_change"":""+3.06%"",""symbol"":""300696.SZ""},{""last_price"":24.26,""perc_change"":""+2.88%"",""symbol"":""002985.SZ""},{""last_price"":21.35,""perc_change"":""-2.91%"",""symbol"":""300424.SZ""},{""last_price"":30.02,""perc_change"":""+3.73%"",""symbol"":""002933.SZ""},{""last_price"":41.39,""perc_change"":""+7.17%"",""symbol"":""688239.SS""},{""last_price"":42.31,""perc_change"":""+0.02%"",""symbol"":""003009.SZ""},{""last_price"":34.35,""perc_change"":""+1.15%"",""symbol"":""300722.SZ""},{""last_price"":10.89,""perc_change"":""+1.59%"",""symbol"":""300581.SZ""},{""last_price"":42.76,""perc_change"":""-1.70%"",""symbol"":""600893.SS""},{""last_price"":35.53,""perc_change"":""+10.00%"",""symbol"":""603261.SS""},{""last_price"":42.01,""perc_change"":""-0.50%"",""symbol"":""600038.SS""},{""last_price"":31.46,""perc_change"":""+5.57%"",""symbol"":""001316.SZ""},{""last_price"":26.71,""perc_change"":""+3.57%"",""symbol"":""300775.SZ""},{""last_price"":42.44,""perc_change"":""+4.07%"",""symbol"":""301306.SZ""}]","[{""last_price"":22.9,""perc_change"":""+20.02%"",""symbol"":""688511.SS""}]",,,,,"{""current"":22.9}","No. 233, Wulian 1st Road Chengdu, 610200 China"
"COSCO SHIPPING Holdings Co., Ltd. (601919.SS)",601919.SS,EQUITY,Shanghai - Delayed Quote  • CNY,601919.SS,CNY,2024-10-30 - 2024-10-30,up,14.58,14.33,14.51,14.58,14.59,14.35 - 14.76,9.21 - 17.58,141349533,98163473,219934916608,1.381,9.72,1.5,0.75 (5.23%),2024-10-10,15.23,https://finance.yahoo.com/quote/601919.SS/,"[{""last_price"":7.63,""perc_change"":""-0.78%"",""symbol"":""601600.SS""},{""last_price"":41.88,""perc_change"":""-1.18%"",""symbol"":""601628.SS""},{""last_price"":7.11,""perc_change"":""-1.39%"",""symbol"":""601328.SS""},{""last_price"":40.04,""perc_change"":""-0.99%"",""symbol"":""601088.SS""},{""last_price"":7.33,""perc_change"":""+2.52%"",""symbol"":""601111.SS""},{""last_price"":8.1,""perc_change"":""-0.12%"",""symbol"":""601857.SS""},{""last_price"":6.52,""perc_change"":""-0.61%"",""symbol"":""601998.SS""},{""last_price"":6.41,""perc_change"":""+0.31%"",""symbol"":""601390.SS""},{""last_price"":6.04,""perc_change"":""+0.50%"",""symbol"":""601398.SS""},{""last_price"":4.82,""perc_change"":""-0.21%"",""symbol"":""601988.SS""},{""last_price"":7.93,""perc_change"":""+0.13%"",""symbol"":""601939.SS""},{""last_price"":26.75,""perc_change"":""-0.15%"",""symbol"":""600585.SS""},{""last_price"":21.76,""perc_change"":""-0.87%"",""symbol"":""600362.SS""},{""last_price"":6.18,""perc_change"":""-0.16%"",""symbol"":""600028.SS""},{""last_price"":13.09,""perc_change"":""-0.76%"",""symbol"":""600026.SS""},{""last_price"":2.95,""perc_change"":""+1.37%"",""symbol"":""601991.SS""}]","[{""last_price"":14.58,""perc_change"":""+1.74%"",""symbol"":""601919.SS""},{""perc_change"":""-0.87%"",""symbol"":""011200.KS""},{""last_price"":7.31,""perc_change"":""-2.14%"",""symbol"":""600428.SS""},{""last_price"":3.05,""perc_change"":""+1.33%"",""symbol"":""600798.SS""},{""perc_change"":""+0.59%"",""symbol"":""9101.T""},{""last_price"":56.8,""perc_change"":""+3.27%"",""symbol"":""STST.OL""},{""perc_change"":""+3.10%"",""symbol"":""9104.T""},{""perc_change"":""+1.99%"",""symbol"":""9107.T""},{""last_price"":158,""perc_change"":""+0.06%"",""symbol"":""HLAG.DE""},{""last_price"":4.29,""perc_change"":""+1.90%"",""symbol"":""0517.HK""},{""last_price"":105.7,""perc_change"":""-0.28%"",""symbol"":""0316.HK""}]",,,,2.2,"{""average"":15.23,""current"":14.58,""high"":21.3,""low"":10.3}","No. 658 Dong Da Ming Road Shanghai, 200080 China"
"Ningbo Water Meter (Group) Co.,Ltd. (603700.SS)",603700.SS,EQUITY,Shanghai - Delayed Quote  • CNY,603700.SS,CNY,,up,10.44,10.41,10.38,10.43,10.44,10.33 - 10.49,8.36 - 14.72,2357030,4289340,2121846400,,18.642857,0.56,0.30 (2.88%),2024-06-21,,https://finance.yahoo.com/quote/603700.SS/,"[{""last_price"":56.46,""perc_change"":""-1.57%"",""symbol"":""603606.SS""},{""last_price"":20.47,""perc_change"":""-0.15%"",""symbol"":""603855.SS""},{""last_price"":15.56,""perc_change"":""-1.27%"",""symbol"":""603679.SS""},{""last_price"":33.51,""perc_change"":""+4.49%"",""symbol"":""603662.SS""},{""last_price"":46.88,""perc_change"":""+0.45%"",""symbol"":""603728.SS""},{""last_price"":38.65,""perc_change"":""-1.05%"",""symbol"":""603556.SS""},{""last_price"":11.11,""symbol"":""603303.SS""},{""last_price"":5.48,""perc_change"":""+0.37%"",""symbol"":""603618.SS""},{""last_price"":20.58,""perc_change"":""+3.37%"",""symbol"":""603859.SS""},{""last_price"":20.94,""perc_change"":""+2.80%"",""symbol"":""603595.SS""},{""last_price"":5.59,""perc_change"":""+6.68%"",""symbol"":""603956.SS""},{""last_price"":18.11,""perc_change"":""-2.63%"",""symbol"":""601126.SS""},{""last_price"":3.11,""perc_change"":""+0.32%"",""symbol"":""600261.SS""},{""last_price"":12.14,""perc_change"":""-0.33%"",""symbol"":""603685.SS""},{""last_price"":14.45,""perc_change"":""+0.28%"",""symbol"":""603829.SS""},{""last_price"":23.4,""perc_change"":""+0.78%"",""symbol"":""603530.SS""}]","[{""last_price"":10.44,""perc_change"":""+0.29%"",""symbol"":""603700.SS""},{""last_price"":301.9,""perc_change"":""-0.54%"",""symbol"":""AYI""}]",,,,1,"{""current"":10.44}","No. 358, Beihai Road Ningbo, 315033 China"
Rockwool A/S (ROCK-A.CO),ROCK-A.CO,EQUITY,Copenhagen - Free Realtime Quote  • DKK,ROCK-A.CO,DKK,2024-11-27 - 2024-11-27,down,2975,2980,2975,"2,975.00","2,990.00","2,970.00 - 2,975.00","1,552.00 - 3,205.00",72,645,63329124352,1.322,18.385761,161.81,5.80 (0.19%),2024-04-11,,https://finance.yahoo.com/quote/ROCK-A.CO/,"[{""perc_change"":""+0.07%"",""symbol"":""ROCK-B.CO""},{""last_price"":360.2,""perc_change"":""-1.04%"",""symbol"":""FLS.CO""},{""last_price"":514,""perc_change"":""-0.39%"",""symbol"":""RBREW.CO""},{""last_price"":256.6,""perc_change"":""-0.31%"",""symbol"":""DEMANT.CO""},{""last_price"":155.2,""perc_change"":""+1.31%"",""symbol"":""DFDS.CO""},{""last_price"":161.8,""perc_change"":""-0.12%"",""symbol"":""TRYG.CO""},{""last_price"":952,""perc_change"":""-0.42%"",""symbol"":""CARL-A.CO""},{""last_price"":645.5,""perc_change"":""-1.30%"",""symbol"":""NKT.CO""},{""last_price"":127.7,""perc_change"":""-0.58%"",""symbol"":""AMBU-B.CO""},{""last_price"":161,""perc_change"":""-1.17%"",""symbol"":""ALK-B.CO""},{""last_price"":866.8,""perc_change"":""-0.91%"",""symbol"":""COLO-B.CO""},{""last_price"":131.2,""perc_change"":""-0.23%"",""symbol"":""ISS.CO""},{""last_price"":134.7,""perc_change"":""+0.75%"",""symbol"":""GN.CO""},{""last_price"":566,""symbol"":""SCHO.CO""},{""perc_change"":""+1.91%"",""symbol"":""MAERSK-A.CO""},{""last_price"":405.5,""perc_change"":""-0.12%"",""symbol"":""PAAL-B.CO""}]","[{""perc_change"":""-0.17%"",""symbol"":""ROCK-A.CO""},{""last_price"":16.81,""symbol"":""5IW.MU""},{""last_price"":152.74,""perc_change"":""+0.73%"",""symbol"":""WMS""},{""last_price"":18.18,""perc_change"":""-0.27%"",""symbol"":""ASPN""}]",,,,,null,"Hovedgaden 584 Hedehusene, 2640 Denmark"
"Nanjing Port Co., Ltd. (002040.SZ)",002040.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,002040.SZ,CNY,,up,6.41,6.37,6.36,6.4,6.41,6.36 - 6.44,4.88 - 8.35,4807290,4214725,3145355008,0.528,17.805555,0.36,0.10 (1.60%),2024-07-01,,https://finance.yahoo.com/quote/002040.SZ/,"[{""last_price"":76.4,""perc_change"":""-4.18%"",""symbol"":""002028.SZ""},{""last_price"":2.81,""perc_change"":""+10.20%"",""symbol"":""002047.SZ""},{""last_price"":10.14,""perc_change"":""-1.55%"",""symbol"":""002041.SZ""},{""last_price"":22.64,""perc_change"":""-1.22%"",""symbol"":""002001.SZ""},{""last_price"":11.97,""perc_change"":""+0.93%"",""symbol"":""002023.SZ""},{""last_price"":21.88,""perc_change"":""-3.36%"",""symbol"":""002050.SZ""},{""last_price"":3.65,""perc_change"":""+3.40%"",""symbol"":""002031.SZ""},{""last_price"":4.31,""perc_change"":""+0.23%"",""symbol"":""002010.SZ""},{""last_price"":6.18,""perc_change"":""+0.82%"",""symbol"":""002030.SZ""},{""last_price"":12.47,""perc_change"":""-0.32%"",""symbol"":""002043.SZ""},{""last_price"":6.5,""perc_change"":""+1.25%"",""symbol"":""002022.SZ""},{""last_price"":9.99,""perc_change"":""+1.83%"",""symbol"":""002036.SZ""},{""last_price"":7.88,""perc_change"":""-2.72%"",""symbol"":""002035.SZ""},{""last_price"":2.73,""perc_change"":""+10.08%"",""symbol"":""002021.SZ""},{""last_price"":52.31,""perc_change"":""-0.48%"",""symbol"":""002032.SZ""},{""last_price"":7.31,""perc_change"":""-0.27%"",""symbol"":""002038.SZ""}]","[{""last_price"":6.41,""perc_change"":""+0.63%"",""symbol"":""002040.SZ""},{""last_price"":4.37,""perc_change"":""-2.46%"",""symbol"":""601000.SS""},{""last_price"":3.4,""perc_change"":""-0.29%"",""symbol"":""601326.SS""},{""last_price"":20.41,""perc_change"":""-1.87%"",""symbol"":""001872.SZ""},{""last_price"":8.39,""perc_change"":""+1.45%"",""symbol"":""601298.SS""},{""last_price"":1.54,""perc_change"":""+2.67%"",""symbol"":""601880.SS""},{""last_price"":5.95,""perc_change"":""-2.78%"",""symbol"":""600018.SS""},{""last_price"":5.44,""perc_change"":""+1.30%"",""symbol"":""6198.HK""},{""last_price"":12.8,""symbol"":""0144.HK""},{""last_price"":0.79,""perc_change"":""-3.66%"",""symbol"":""S56.SI""}]",,,,,"{""current"":6.41}","Room 1001, Building A, Nanjing, 210011 China"
Demisas Döküm Emaye Mamülleri Sanayi Anonim Sirketi (DMSAS.IS),DMSAS.IS,EQUITY,Istanbul - Delayed Quote  • TRY,DMSAS.IS,TRY,,up,6.59,6.5,6.45,6.59,6.61,6.45 - 6.62,5.18 - 10.00,1617240,4272222,1318000000,0.661,9.984848,0.66,0.00 (0.00%),2022-05-23,,https://finance.yahoo.com/quote/DMSAS.IS/,"[{""last_price"":9.27,""perc_change"":""-0.43%"",""symbol"":""KAREL.IS""},{""last_price"":8.15,""perc_change"":""-0.61%"",""symbol"":""CEMTS.IS""},{""last_price"":5.98,""perc_change"":""+0.34%"",""symbol"":""AKGRT.IS""},{""last_price"":72.4,""perc_change"":""-3.47%"",""symbol"":""KORDS.IS""},{""last_price"":153.3,""perc_change"":""-0.45%"",""symbol"":""AKCNS.IS""},{""last_price"":13.12,""perc_change"":""+0.08%"",""symbol"":""KERVT.IS""},{""last_price"":20.9,""perc_change"":""-1.79%"",""symbol"":""DYOBY.IS""},{""last_price"":8.25,""symbol"":""AKSA.IS""},{""last_price"":2.78,""symbol"":""AVOD.IS""},{""last_price"":10.37,""perc_change"":""-0.29%"",""symbol"":""POLHO.IS""},{""last_price"":39.82,""perc_change"":""+2.15%"",""symbol"":""ECILC.IS""},{""last_price"":6.45,""perc_change"":""-0.15%"",""symbol"":""BUCIM.IS""},{""last_price"":30.94,""perc_change"":""-0.19%"",""symbol"":""PRKAB.IS""},{""last_price"":493.25,""perc_change"":""+1.65%"",""symbol"":""BRSAN.IS""},{""last_price"":11.15,""perc_change"":""-4.78%"",""symbol"":""ISFIN.IS""},{""last_price"":25.7,""perc_change"":""+0.16%"",""symbol"":""ALKA.IS""}]","[{""last_price"":6.59,""perc_change"":""+1.38%"",""symbol"":""DMSAS.IS""},{""last_price"":11.21,""perc_change"":""-2.78%"",""symbol"":""TUCLK.IS""}]",,,,,"{""current"":6.59}","Emek Mah. Asiroglu Cad. No:147 Kocaeli, 41700 Turkey"
Superhouse Limited (SUPERHOUSE.NS),SUPERHOUSE.NS,EQUITY,NSE - Free Realtime Quote  • INR,SUPERHOUSE.NS,INR,2024-11-14 - 2024-11-14,up,219.94,216.17,218,219.03,220.74,213.10 - 224.79,190.00 - 275.00,5226,15108,2424838400,0.65,15.054073,14.61,0.00 (0.00%),2024-09-13,,https://finance.yahoo.com/quote/SUPERHOUSE.NS/,"[{""last_price"":256.4,""perc_change"":""-0.71%"",""symbol"":""SREEL.NS""},{""last_price"":521.05,""perc_change"":""-0.16%"",""symbol"":""LIBERTSHOE.NS""},{""last_price"":238.15,""perc_change"":""-1.14%"",""symbol"":""SHREYANIND.NS""},{""last_price"":754.9,""perc_change"":""+0.13%"",""symbol"":""SRHHYPOLTD.NS""},{""last_price"":223.99,""perc_change"":""-0.24%"",""symbol"":""NAHARPOLY.NS""},{""last_price"":139.05,""perc_change"":""-0.84%"",""symbol"":""NAHARINDUS.NS""},{""last_price"":137.1,""perc_change"":""+0.69%"",""symbol"":""VETO.NS""},{""last_price"":521.3,""perc_change"":""-1.38%"",""symbol"":""STEL.NS""},{""last_price"":279.1,""perc_change"":""+3.08%"",""symbol"":""ASPINWALL.NS""},{""last_price"":180.8,""perc_change"":""-0.60%"",""symbol"":""ORBTEXP.NS""},{""last_price"":140.08,""perc_change"":""+2.08%"",""symbol"":""EMMBI.NS""},{""last_price"":260,""perc_change"":""+0.11%"",""symbol"":""SHREEPUSHK.NS""},{""last_price"":447.5,""perc_change"":""-1.77%"",""symbol"":""PONNIERODE.NS""},{""last_price"":270.7,""perc_change"":""+1.96%"",""symbol"":""NAHARSPING.NS""},{""perc_change"":""-0.14%"",""symbol"":""SALZERELEC.NS""},{""last_price"":800,""perc_change"":""-1.48%"",""symbol"":""SUNDRMBRAK.NS""}]","[{""last_price"":219.94,""perc_change"":""+1.74%"",""symbol"":""SUPERHOUSE.NS""},{""last_price"":41.88,""perc_change"":""+0.97%"",""symbol"":""MIRZAINT.NS""},{""last_price"":774.15,""perc_change"":""+3.42%"",""symbol"":""RELAXO.NS""},{""last_price"":479,""perc_change"":""-0.22%"",""symbol"":""VIPIND.NS""},{""perc_change"":""-1.19%"",""symbol"":""BATAINDIA.NS""},{""last_price"":294.25,""perc_change"":""+2.31%"",""symbol"":""CAMPUS.NS""}]",,,,,"{""current"":219.94}","219/3 & 4 'L' Block Kanpur, 208025 India"
Nordic Paper Holding AB (publ) (NPAPER.ST),NPAPER.ST,EQUITY,Stockholm - Free Realtime Quote  • SEK,NPAPER.ST,SEK,2025-01-30 - 2025-01-30,down,49.5,49.6,49.6,49.5,49.52,49.50 - 49.64,38.70 - 61.25,92049,135254,3311985664,,7.92,6.25,4.00 (8.06%),2024-05-24,67,https://finance.yahoo.com/quote/NPAPER.ST/,"[{""last_price"":94.25,""perc_change"":""+0.43%"",""symbol"":""BILL.ST""},{""last_price"":172.6,""perc_change"":""-1.82%"",""symbol"":""CLAS-B.ST""},{""last_price"":420.2,""perc_change"":""-0.10%"",""symbol"":""HOLM-B.ST""},{""last_price"":37.22,""perc_change"":""-0.27%"",""symbol"":""COOR.ST""},{""last_price"":50.14,""perc_change"":""+0.12%"",""symbol"":""SSAB-B.ST""},{""last_price"":45.92,""perc_change"":""-1.08%"",""symbol"":""ARP.ST""},{""last_price"":159.2,""perc_change"":""+0.13%"",""symbol"":""NCC-B.ST""},{""last_price"":80.3,""perc_change"":""+0.50%"",""symbol"":""PEAB-B.ST""},{""last_price"":193.6,""perc_change"":""-0.51%"",""symbol"":""INWI.ST""},{""last_price"":9.68,""perc_change"":""+0.94%"",""symbol"":""RROS.ST""},{""last_price"":102.4,""perc_change"":""-0.19%"",""symbol"":""HPOL-B.ST""},{""last_price"":111.2,""perc_change"":""-0.67%"",""symbol"":""TEL2-B.ST""},{""last_price"":111.4,""perc_change"":""-1.24%"",""symbol"":""NEWA-B.ST""},{""last_price"":326.2,""perc_change"":""+0.06%"",""symbol"":""LOOMIS.ST""},{""last_price"":64.6,""perc_change"":""-0.54%"",""symbol"":""NCAB.ST""},{""last_price"":109.5,""perc_change"":""-0.36%"",""symbol"":""NYF.ST""}]","[{""last_price"":49.5,""perc_change"":""-0.20%"",""symbol"":""NPAPER.ST""},{""last_price"":45.92,""perc_change"":""-1.08%"",""symbol"":""ARP.ST""},{""last_price"":94.25,""perc_change"":""+0.43%"",""symbol"":""BILL.ST""},{""last_price"":0.96,""symbol"":""CFX.TO""},{""last_price"":85.48,""perc_change"":""+0.42%"",""symbol"":""SLVM""},{""last_price"":27.02,""perc_change"":""-0.63%"",""symbol"":""UPM.HE""}]",,,,1,"{""average"":67,""current"":49.5,""high"":67,""low"":67}","Tullhusgatan 1B Karlstad, 652 09 Sweden"
PTT Exploration and Production Public Company Limited (NVAL.F),NVAL.F,EQUITY,Frankfurt - Delayed Quote  • EUR,NVAL.F,EUR,2025-01-28 - 2025-02-03,--,3.38,3.38,3.4,3.38,3.5,3.4000 - 3.4000,3.3800 - 4.2400,3720,0,13577493504,0.81,6.1454544,0.55,0.30 (8.85%),2024-08-13,,https://finance.yahoo.com/quote/NVAL.F/,"[{""last_price"":3.22,""perc_change"":""+1.90%"",""symbol"":""PTTG.F""},{""last_price"":2.18,""symbol"":""NC2B.F""},{""last_price"":13.9,""perc_change"":""-2.11%"",""symbol"":""WOP.F""},{""last_price"":0.52,""symbol"":""CHU.F""},{""last_price"":162.34,""perc_change"":""-0.81%"",""symbol"":""7DB.F""},{""last_price"":4.024,""perc_change"":""-0.54%"",""symbol"":""STS1.F""},{""last_price"":43.38,""perc_change"":""+1.54%"",""symbol"":""08T.F""},{""last_price"":9.45,""perc_change"":""-1.56%"",""symbol"":""OMVI.F""},{""last_price"":22.11,""perc_change"":""+0.71%"",""symbol"":""XCQ.F""},{""last_price"":11.7,""perc_change"":""-0.85%"",""symbol"":""REPA.F""},{""last_price"":38.4,""perc_change"":""+0.05%"",""symbol"":""OMV.F""},{""last_price"":34.59,""perc_change"":""-0.75%"",""symbol"":""SM3.F""},{""last_price"":68.12,""perc_change"":""-0.38%"",""symbol"":""IMP.F""},{""last_price"":46.23,""perc_change"":""-0.02%"",""symbol"":""OPC.F""},{""last_price"":31.15,""perc_change"":""-1.42%"",""symbol"":""CRC.F""},{""last_price"":11.64,""perc_change"":""-0.04%"",""symbol"":""REP.F""}]","[{""last_price"":3.38,""symbol"":""NVAL.F""},{""last_price"":2.86,""perc_change"":""+1.78%"",""symbol"":""BTE""}]",,,,,"{""current"":3.38}","555/1 Energy Complex Building A Bangkok, 10900 Thailand"
eClerx Services Limited (ECLERX.BO),ECLERX.BO,EQUITY,BSE - Free Realtime Quote  • INR,ECLERX.BO,INR,2024-11-05 - 2024-11-05,down,2935.25,2969.9,2970.85,"2,928.90","2,933.85","2,926.10 - 2,995.95","1,941.30 - 3,217.55",2886,6541,137884844032,0.998,27.920195,105.13,0.00 (0.00%),2024-09-06,1321.5,https://finance.yahoo.com/quote/ECLERX.BO/,"[{""perc_change"":""-4.40%"",""symbol"":""PERSISTENT.BO""},{""last_price"":611.65,""perc_change"":""+1.10%"",""symbol"":""SONATSOFTW.BO""},{""perc_change"":""+1.74%"",""symbol"":""MASTEK.BO""},{""perc_change"":""+0.60%"",""symbol"":""CYIENT.BO""},{""last_price"":701.6,""perc_change"":""+0.11%"",""symbol"":""ZENSARTECH.BO""},{""perc_change"":""-4.36%"",""symbol"":""MPHASIS.BO""},{""last_price"":194.1,""perc_change"":""+6.18%"",""symbol"":""REDINGTON.BO""},{""last_price"":340.15,""perc_change"":""+0.52%"",""symbol"":""FSL.BO""},{""perc_change"":""-1.45%"",""symbol"":""AIAENG.BO""},{""last_price"":739.4,""perc_change"":""-2.25%"",""symbol"":""INTELLECT.BO""},{""perc_change"":""-0.37%"",""symbol"":""ACCELYA.BO""},{""perc_change"":""-0.74%"",""symbol"":""TATAELXSI.BO""},{""perc_change"":""+0.24%"",""symbol"":""CRISIL.BO""},{""perc_change"":""+0.66%"",""symbol"":""JUSTDIAL.BO""},{""perc_change"":""+2.30%"",""symbol"":""AJANTPHARM.BO""},{""perc_change"":""-3.96%"",""symbol"":""LTTS.BO""}]","[{""perc_change"":""-1.17%"",""symbol"":""ECLERX.BO""},{""perc_change"":""-2.29%"",""symbol"":""INFY.BO""},{""perc_change"":""-2.23%"",""symbol"":""INFY.NS""},{""perc_change"":""-2.37%"",""symbol"":""TCS.NS""}]",,,,3.2,null,"Express Towers Mumbai, 400021 India"
